# x (m); y (m); l (m); vx (m/s); vy (m/s); vz (m/s); E
7.376622773763019799e-04;-1.269462454724852021e-03;-4.761863119892094376e-02;-1.462930200205611072e+03;1.003557217708494704e+03;5.032786242436907487e+05;5.119124373801344336e+04
2.706586930541327561e-03;1.175544008036789271e-03;-1.600467375837584250e-01;-2.444984057025125821e+03;-1.045062590357070121e+03;4.932498457825819496e+05;4.917222401514678495e+04
1.404125492442203759e-03;1.513356313388558149e-03;1.456040161220797657e-01;-2.564486783711571206e+03;1.256212872276855023e+03;5.195560709058973589e+05;5.455710061626500828e+04
-2.974170525154948980e-04;-3.580654723467307718e-03;-1.955664740228957657e-02;8.165769991801490733e+02;3.348080379758900108e+03;5.055324637577749672e+05;5.165252976024892996e+04
-1.015608923288072608e-03;-1.704990304244044649e-03;1.103999061797397152e-01;-1.235213176598788777e+03;5.351082192929731036e+02;5.167626627501324401e+05;5.397075788114040188e+04
-5.296224935332538618e-04;3.170293723166344758e-03;2.148444541595696811e-02;9.220119511643024452e+02;-3.397943670898835535e+03;5.090914391527297557e+05;5.238243400216651207e+04
3.186778258758207489e-03;-1.753399567717741844e-03;7.309253263782329244e-03;-2.776417790332081495e+03;1.001218561062641015e+03;5.080556387449998292e+05;5.216876102957951662e+04
2.884731523072944087e-04;-3.358323941812345424e-03;-8.656227917444518638e-02;-1.639463373235190147e+03;3.273090287411525424e+03;4.997508344386523822e+05;5.047817828734248906e+04
-3.242508403105636935e-04;2.348954473559208226e-03;6.623319465319583987e-02;1.655753236584603201e+02;-2.392941401638578554e+03;5.128143508173711598e+05;5.314998629154985974e+04
-1.739178299223155663e-03;-4.770653577964527716e-04;3.949506470973197791e-02;1.129488395668836347e+02;4.447893819572345251e+02;5.106667586036473513e+05;5.270463901959715440e+04
-3.758232329183919078e-03;2.991085534237773692e-04;2.561278593579994350e-02;3.645773484920056489e+03;-1.060855537543581733e+02;5.093893274726232048e+05;5.244393408740794257e+04
3.284562746057214256e-03;5.999802231906206873e-05;5.463460005048140916e-02;-3.093718674107730749e+03;-3.268136780418505509e+02;5.121701509821077343e+05;5.301733166918886127e+04
9.131644457477536498e-04;1.697342223341577775e-03;-5.038212889471872791e-02;-6.656655323325402378e+02;-4.198304903059481148e+03;5.029982036100567784e+05;5.113722978234487528e+04
5.562342339407542070e-04;-1.548741914610757752e-03;4.883400069824044530e-03;-7.140086377192150167e+02;1.180544911485894318e+03;5.077570877976936172e+05;5.210609299448152160e+04
-1.079781828920635400e-03;2.606437750631116369e-04;5.441292447417746952e-02;3.686504465450692010e+02;1.367658893476807862e+03;5.117664603027168196e+05;5.293224110962920531e+04
-1.616941839412996788e-03;7.885578225041796254e-04;3.227250365734538745e-02;1.320626696152259910e+03;-7.097770495741514196e+02;5.101667277295307722e+05;5.260188749654802814e+04
1.621648773880425077e-03;-2.541774948514352681e-03;9.302494614029394732e-03;-1.784733907586096393e+03;4.515817859360649891e+03;5.077994446251906338e+05;5.211916708341272897e+04
-9.924511616774130910e-04;-1.446469426679190384e-03;-5.428988936475072878e-03;8.753661935545153483e+02;4.146983895423941249e+03;5.068345265606059693e+05;5.192016554593620094e+04
2.074177702369158459e-03;-1.242983234223847154e-03;-9.326855948794877949e-03;-1.661136618376481238e+03;1.574337412473745417e+03;5.062861955961761996e+05;5.180532010860250739e+04
2.264836799016662836e-03;2.992768005723009015e-04;-3.571213906880305392e-03;-3.831917481418019634e+03;-1.962466603685669043e+03;5.068259220628192415e+05;5.191851821971388563e+04
-1.237647977083416702e-03;-3.261385587483902346e-04;1.942618717259402689e-02;-1.787645582476291111e+02;1.109760751418865311e+03;5.089157277701256680e+05;5.234403275652546290e+04
-9.711199665748356565e-05;1.013002363494841475e-03;-4.492440725357293302e-02;4.704835045198475996e+01;-2.301967670129957639e+02;5.036739309280409943e+05;5.127106704475619335e+04
-2.391897188467717594e-03;1.896733919095860673e-03;-9.230575492447901098e-02;1.656256062626697258e+03;-1.082404774288440422e+03;4.992403467024115380e+05;5.037319394663179264e+04
1.405219260298964327e-03;-9.278601404827259804e-05;2.384790921453055004e-02;-1.234849592166333196e+03;7.913343444820628747e+01;5.092563082563088974e+05;5.241417008855961467e+04
7.053757603020182308e-03;-8.647261563272547039e-05;1.552432398771300126e-02;-4.501249280182148141e+03;-1.666545322364336812e+01;5.088073909562205663e+05;5.232558903893861861e+04
6.239202153868460840e-04;-5.199952447986579129e-03;1.636313040845737421e-01;-1.627407807561632126e+03;5.147270445633097552e+03;5.213583494559527026e+05;5.494049169304340467e+04
-1.574442959671804162e-03;8.272163339492928907e-04;1.179473467704471173e-01;1.807728550491574424e+03;5.892797173395128993e+02;5.174351963324118988e+05;5.411169172473299841e+04
3.720368268319284698e-03;-1.356141804424328958e-03;-7.818397149234408705e-02;-3.508360232823347360e+03;1.449974096312105075e+03;5.001666930908167269e+05;5.056242188000908936e+04
-1.915785063513896977e-03;-3.584939592526502350e-03;1.348177733761062869e-01;1.721364952109134265e+03;3.593857939532722867e+03;5.191222175970100216e+05;5.446758711002285418e+04
9.203727859917126093e-04;2.484930919688008687e-03;-8.926002340723629414e-02;-4.817250894448530971e+02;-2.633250002405475243e+03;4.994809961552497698e+05;5.042242489066243434e+04
2.001396103052828328e-03;1.137043826714046764e-04;-7.410966796137404000e-02;-1.770870945894225770e+03;-3.421425476425811212e+03;5.005491479599928716e+05;5.063985971707744466e+04
-9.351615950627569906e-04;-6.701531945373596835e-04;-6.983007332771305753e-02;2.798037662541784698e+02;1.970881944992073613e+03;5.014498258651927463e+05;5.082005475291720359e+04
2.296609798913776083e-03;-1.541965671518770670e-03;-3.796455232202749358e-02;-2.901337590844852457e+03;1.462094903625053121e+03;5.039620935654162313e+05;5.133187250431762368e+04
2.424456008474056706e-03;-1.128634617313813886e-03;-7.624214623444722227e-02;-1.597417530120052334e+03;2.275101947249912939e+02;5.007682054207527544e+05;5.068171679827124899e+04
4.128242590174230732e-04;-1.937396482678625234e-03;4.399408560741544655e-02;4.507165397503018198e+02;3.832443892252575552e+03;5.113270511609156383e+05;5.284398822228266363e+04
-1.538932534503966752e-05;-2.846011508100477778e-03;-4.411700144243128896e-02;3.259368424583437331e+02;1.245344077854323587e+03;5.034049768277471885e+05;5.121664951190398278e+04
1.973318436413592277e-03;9.031565403890498979e-05;-7.740096443114641289e-02;-1.471250798243249619e+03;1.927239418242411602e+03;5.006201967349462793e+05;5.065242418357602583e+04
-3.457796972220366673e-03;-1.152076014158810550e-03;-4.403157166107499881e-02;3.600987837905039669e+03;2.683053805015600574e+03;5.032585530650627334e+05;5.119060028404258628e+04
9.249638845168330417e-04;-2.998007878476104159e-04;-4.906642536251071274e-02;-1.244026576395868915e+03;-5.710779396663702556e+01;5.027114066497407621e+05;5.107559789449619711e+04
2.594233236762956722e-04;-5.765760824471194207e-04;7.899963011618996861e-03;-1.129375200022356466e+03;1.337346306987997423e+03;5.075868248778893030e+05;5.207138884759453504e+04
-4.966145453601588733e-04;-6.315759454744260693e-04;1.007838013869848393e-01;2.340621667165106601e+02;4.581346934901174563e+02;5.160556672920244164e+05;5.382286977425032092e+04
-2.573528456201413725e-03;-3.583079838090535638e-03;4.833667604372027075e-03;2.976361098140378544e+03;3.373600851956447059e+03;5.076608734366092249e+05;5.209005380163947848e+04
2.368718400831829659e-04;-4.769298624613844961e-04;-3.512649651879076046e-02;8.461550683059102766e+02;-1.414482326623273423e+02;5.042352172051302041e+05;5.138553961459216953e+04
1.769797769886306653e-03;-3.070249372055535407e-04;5.245197451729388671e-02;-3.504026529318082339e+02;2.440156184636713078e+03;5.118105905325897038e+05;5.294219296524413949e+04
4.386458115864284727e-04;-1.224065475106669377e-03;4.097614854172528139e-03;-1.462659589189843700e+03;2.759004473019521811e+03;5.074850125559957232e+05;5.205185368300410482e+04
5.567816763576726759e-04;3.964760329004101205e-03;7.462210971216496486e-03;-7.797605404791219144e+02;-2.634984645347461992e+03;5.078119347909328644e+05;5.211849174304341432e+04
2.476436530945137077e-03;-8.804613673764020033e-04;3.850619240984178709e-02;-2.921629733801930797e+03;1.083607113118760708e+03;5.105168715331487474e+05;5.267562453157077834e+04
4.176219945308194681e-03;-3.318756027835538416e-04;-1.441525494955538632e-02;-3.175148236896379785e+03;-9.668085179767667015e+00;5.063886223797377897e+05;5.182726221096237714e+04
