# x (m); y (m); l (m); vx (m/s); vy (m/s); vz (m/s); E
-1.362128125148344697e-04;1.107109083489799060e-03;8.634524678551636079e-02;-4.921694982083844252e+02;-2.629896171435169094e+01;5.149592800980355241e+05;5.359440955617063446e+04
-4.470197077704910838e-04;1.099153360181885034e-03;3.387255465463639981e-02;-8.612931361482168313e+01;-4.348652663080238199e+02;5.098598485153452493e+05;5.253820955653933197e+04
-3.406076763409368016e-04;6.150682179986524147e-04;-2.887926273034661581e-02;2.335716568046288444e+01;-9.214244914052923150e+02;5.046135811776529881e+05;5.146270781677355990e+04
-2.991461999588640539e-04;-5.305823402271077002e-04;9.098371549890208951e-03;3.126679861042995867e+02;-3.068862142974134031e+02;5.084075545829950715e+05;5.223933356785232900e+04
-3.298604604673765388e-04;-1.122194009747966509e-03;2.794381431634385474e-02;-5.686677309887356557e+01;1.151844599003759697e+02;5.096779528170078411e+05;5.250069321662139555e+04
-6.784896098814743176e-04;-1.941727542340686708e-05;6.911961480796464941e-02;-2.205996282580359775e+02;6.818693109666262444e+02;5.131441305329888128e+05;5.321730695199906768e+04
-1.290567550390066915e-03;5.377948985482811041e-04;-7.665414215471313270e-04;2.149195747828002538e+02;-8.649036532321728146e+02;5.073802848413769389e+05;5.202856294919986249e+04
-1.166077568826978965e-03;-3.638715527892880715e-04;4.006876399534860939e-02;-3.110969971551107278e+02;-4.115241802197159018e+02;5.108413072701490601e+05;5.274068583520785614e+04
3.666525376046490836e-04;-2.719089198636894639e-04;9.164968717262593489e-02;1.693004991096481433e+02;4.365013252453533710e+02;5.150609799034236930e+05;5.361557565529373824e+04
-4.083654077179861607e-04;3.385853109512667138e-04;6.722772135939233951e-02;-8.456624791323944237e+02;7.234848365612253929e+01;5.129187850688479957e+05;5.317061870352122060e+04
4.291845766393947515e-04;3.942573133046528002e-04;8.251081074095449608e-02;1.090127343819797971e+02;6.437687399292944690e+01;5.143743417372260010e+05;5.347267799097004172e+04
-1.441505541749063405e-03;3.404965604228618451e-04;-1.826842253591133836e-01;3.086601946047322258e+02;1.435708022729881748e+02;4.907426488694160362e+05;4.867221708554896759e+04
-7.155569874287545434e-04;-6.682859702024018323e-04;1.075199391649298147e-01;-4.748642009928876746e+02;-2.195838472816909075e+02;5.164210028333486407e+05;5.389910503587713174e+04
9.770474774012006419e-05;-9.852549311279810030e-04;5.795478128457982880e-02;-7.464776903653086038e+01;1.311787850954526924e+01;5.122667691835184232e+05;5.303538092399004381e+04
2.068022550289601790e-04;-1.936149330974023706e-04;5.145310125373688676e-02;-6.713822505155434328e+02;2.278329502095766088e+02;5.120798220441674930e+05;5.299677884854638978e+04
1.849599617238310541e-03;5.637075078453110399e-04;5.087015790552517486e-02;-2.518000636925169999e+02;7.028600024327133724e+02;5.117167513115463080e+05;5.292166599672868324e+04
-1.571408201476083262e-03;6.996848480556054270e-05;-6.112159349506336714e-02;2.535637238584008344e+02;-2.122974001652312666e+02;5.018255197698454722e+05;5.089545364400956169e+04
-3.621204489083085926e-04;-2.727289445479182551e-03;-3.175365117049539637e-02;1.338582436311160677e+02;3.834577604208403159e+02;5.046571090707640396e+05;5.147144813918271393e+04
-3.466114030744685292e-04;-8.418023813004346960e-04;7.290235504044192960e-02;-2.505171093908302282e+01;2.475309119723476954e+02;5.135883119168563862e+05;5.330938594951078994e+04
2.508408582468485393e-04;1.074851476090980590e-03;2.069998958547245461e-03;-3.092403028588377651e+02;-3.034249702112908835e+02;5.072508858372817049e+05;5.200190576884592883e+04
6.927356991994945137e-04;8.985662217069658852e-04;3.657495734680564492e-02;-1.959208531080606122e+02;-8.842483048796254934e+02;5.106461630874875700e+05;5.270051110465427337e+04
-8.876207246149863837e-04;7.910266150098828764e-04;-1.005445332182377111e-01;3.134618643541199745e+01;-5.315398131663859438e+00;4.983756201355672674e+05;5.019805554702528025e+04
4.542183528245496808e-04;-1.095277622228376215e-03;1.546151774988006530e-02;-9.516403967444118450e+01;3.598294710706879869e+02;5.087828414440274937e+05;5.231647330624386086e+04
-8.803055714162167072e-04;8.642255240436730801e-04;1.915355998427165909e-03;2.568797726400889587e+02;6.334657611608876095e+02;5.076141103419728461e+05;5.207646234901012940e+04
-1.796628050096101513e-03;-7.860349644004477549e-04;7.983615137294801378e-02;-4.325464462480962879e+02;5.627589699444895359e+02;5.138975330154880648e+05;5.337368756608867989e+04
4.033788123611145744e-05;-1.840032468556967874e-03;-4.276524898245579603e-02;-5.591618032439662329e+02;1.052431054326767992e+02;5.031596077249231748e+05;5.116646459954536112e+04
2.857152630629245706e-05;4.350885163953918124e-05;1.142754076178282424e-02;-2.275629062154407123e+01;-2.254749293827588019e+02;5.080033447615777841e+05;5.215627239237497997e+04
9.172724559330011065e-04;8.065349884928688573e-04;-2.244467506199312318e-02;-3.774477969635888144e+02;3.986577240171207563e+02;5.053365285625488032e+05;5.161016086175767850e+04
-6.388131706672003267e-04;-1.318099302142492976e-03;-8.768013265096588627e-03;1.377396650585027089e+02;1.091281261480773281e+02;5.063181619912302122e+05;5.181080969367432408e+04
-2.508240336019386483e-03;-5.965916290140401215e-04;1.655081336033444733e-02;1.287394029790965533e+03;3.342513234190727189e+02;5.086136549104949809e+05;5.228201485987701017e+04
-7.130574158558659241e-04;-4.113731406678874198e-04;-3.432463211075669623e-02;-3.004735136576921377e+02;5.847692935714006808e+02;5.042277438561281306e+05;5.138395505588729429e+04
8.788845854946059468e-04;-1.219673832920138571e-03;-3.133623054165935590e-02;-1.640775249513935918e+01;5.951364893075713098e+02;5.045033320717194001e+05;5.144012290915235644e+04
-1.816121728970535596e-03;1.526795374700893422e-03;3.288311308273211830e-02;2.610695457631102840e+02;4.571972857129165391e+01;5.100168763206459116e+05;5.257055067070259247e+04
8.730163460771474130e-04;2.210275192604174569e-04;9.029955006148872310e-02;-1.890472764707311626e+02;-6.019293858688073442e+02;5.145825666927153361e+05;5.351605673424277484e+04
-2.874071621668262402e-04;5.434402209243624233e-04;6.738858093197037935e-02;2.036337310537263079e+02;-5.562819092890958217e+01;5.131836442082954454e+05;5.322540824769962637e+04
-9.275199585872406392e-04;-5.382816568639289638e-04;-7.666189920645874456e-02;1.792156892406167117e+02;1.777888614438892319e+02;5.006824682306048926e+05;5.066385059875813749e+04
2.034081904524016806e-04;9.466041536482578322e-04;8.732674740345126863e-02;-2.835635561676078282e+02;-9.548908742391573412e+01;5.145594453395424644e+05;5.351118530050080881e+04
-1.420808025338064729e-03;6.698217700297952673e-04;-1.121957766101627924e-01;-9.165605703836882867e+01;-3.761497515960599003e+01;4.975726167437022668e+05;5.003642528375354595e+04
-8.934741009218204926e-04;1.289237563235433055e-03;-1.907249721521681778e-03;4.145896890263904879e+02;-4.657235059040411329e+02;5.070511548901203205e+05;5.196100281384303526e+04
1.470565134273734613e-04;7.466054936112723379e-05;5.512085777200028541e-02;3.267437383194017571e+02;-8.253330697776584657e+02;5.116801369380166288e+05;5.291413956726319884e+04
1.373979374082794037e-04;5.803314342598161601e-04;-9.842588776880823766e-04;1.088407809235496586e+02;1.930910617639843281e+02;5.070430166875910945e+05;5.195926623022464628e+04
-7.991449234858966988e-04;1.545731861145416535e-03;6.807143133091438786e-03;2.769380344461374648e+02;-3.134911965888635450e+02;5.077159326977405581e+05;5.209729737643549015e+04
1.821500048699123062e-03;-4.922622183154012768e-04;-5.785764331250304454e-02;-1.270431314265571530e+02;-3.569634662633924904e+02;5.024269675780457910e+05;5.101753202643387340e+04
-6.049979689245627837e-04;1.311857401674179201e-03;5.185912014388558561e-02;-6.598407659069981435e+01;8.796620103706507052e+02;5.120072729273613659e+05;5.298181893960930756e+04
-4.912046325353049180e-04;-6.816960436158151426e-04;-6.102764483203246618e-03;-2.902105881951949300e+02;-3.894110011056492482e+01;5.066918879121852224e+05;5.188733467183813627e+04
1.410432972574395406e-04;-2.273895040999184523e-04;-3.447573217267402290e-02;-1.197543423485342942e+02;-2.490631453191243452e+02;5.041583195256949402e+05;5.136973458697640308e+04
1.468544212199650659e-03;8.598355918789518659e-04;7.132019092045481512e-02;8.453465930906976789e-02;1.684045434085771547e+02;5.134490555894476129e+05;5.328047406974637852e+04
3.305912778219991638e-04;1.519316785560124105e-04;-7.240576807793931702e-02;3.893415756945058774e+02;3.871247470298326334e+02;5.008748512943956885e+05;5.070284043833659234e+04
-3.069576565799535012e-04;8.492777390340369367e-04;-1.389388577998295904e-01;5.802381280986693355e+02;-5.291282312927896783e+02;4.946228874585055164e+05;4.944505067776320357e+04
-6.457408266192898438e-04;1.308271726881249592e-03;6.153535158535698713e-02;-3.383571845188066618e+02;-6.225893211204337376e+02;5.126643929602220887e+05;5.311784579511706397e+04
-3.738197107472772287e-04;1.030197592069088692e-03;1.233011573279458040e-01;-4.850823542613108685e+01;-1.921952619952807026e+02;5.178831839516983018e+05;5.420470651065775746e+04
-1.430214398965838412e-03;7.748070191878679526e-04;9.346337780870583173e-03;-1.457030810386604003e+01;-3.707891254946749768e+02;5.084774223832116695e+05;5.225368153960419295e+04
